Topic,temperature1,temperature2,AverageSimilarity
24,1.5,0.75,0.7419519
24,1.5,1.0,0.7364297
24,1.5,1.25,0.7267176
24,1.5,1.5,0.7522423
24,1.5,1.75,0.7202026
24,1.5,2.0,0.6377443
24,1.75,0.0,0.77391976
24,1.75,0.25,0.77391976
24,1.75,0.5,0.76937276
24,1.75,0.75,0.7493378
24,1.75,1.0,0.7418063
24,1.75,1.25,0.72967124
24,1.75,1.5,0.7202026
24,1.75,1.75,0.70562863
24,1.75,2.0,0.6370165
24,2.0,0.0,0.75169724
24,2.0,0.25,0.75169724
24,2.0,0.5,0.74015564
24,2.0,0.75,0.719126
24,2.0,1.0,0.71257585
24,2.0,1.25,0.70217633
24,2.0,1.5,0.6377443
24,2.0,1.75,0.6370165
24,2.0,2.0,0.6284845
25,0.0,0.0,0.9886275
25,0.0,0.25,0.9861003
25,0.0,0.5,0.98862755
25,0.0,0.75,0.98104596
25,0.0,1.0,0.9650955
25,0.0,1.25,0.9726065
25,0.0,1.5,0.9707711
25,0.0,1.75,0.9222084
25,0.0,2.0,0.9059697
25,0.25,0.0,0.9861003
25,0.25,0.25,0.983889
25,0.25,0.5,0.9861003
25,0.25,0.75,0.9794664
25,0.25,1.0,0.9647539
25,0.25,1.25,0.9717102
25,0.25,1.5,0.96980715
25,0.25,1.75,0.92213213
25,0.25,2.0,0.90515673
25,0.5,0.0,0.98862755
25,0.5,0.25,0.9861003
25,0.5,0.5,0.98862755
25,0.5,0.75,0.98104596
25,0.5,1.0,0.9650955
25,0.5,1.25,0.9726065
25,0.5,1.5,0.9707711
25,0.5,1.75,0.9222084
25,0.5,2.0,0.9059697
25,0.75,0.0,0.98104584
25,0.75,0.25,0.9794664
25,0.75,0.5,0.98104596
25,0.75,0.75,0.97630745
25,0.75,1.0,0.96407074
25,0.75,1.25,0.9699178
25,0.75,1.5,0.9678792
25,0.75,1.75,0.92197955
25,0.75,2.0,0.9035306
25,1.0,0.0,0.96509546
25,1.0,0.25,0.96475387
25,1.0,0.5,0.96509546
25,1.0,0.75,0.96407074
25,1.0,1.0,0.9579744
25,1.0,1.25,0.9601997
25,1.0,1.5,0.95804685
25,1.0,1.75,0.91768146
25,1.0,2.0,0.8957565
25,1.25,0.0,0.9726065
25,1.25,0.25,0.9717102
25,1.25,0.5,0.9726065
25,1.25,0.75,0.96991765
25,1.25,1.0,0.9601997
25,1.25,1.25,0.9653461
25,1.25,1.5,0.9628006
25,1.25,1.75,0.91898054
25,1.25,2.0,0.8995547
25,1.5,0.0,0.970771
25,1.5,0.25,0.96980715
25,1.5,0.5,0.9707711
25,1.5,0.75,0.9678792
25,1.5,1.0,0.95804685
25,1.5,1.25,0.9628006
25,1.5,1.5,0.9612007
25,1.5,1.75,0.9168661
25,1.5,2.0,0.8973043
25,1.75,0.0,0.9222083
25,1.75,0.25,0.92213213
25,1.75,0.5,0.9222084
25,1.75,0.75,0.92197955
25,1.75,1.0,0.91768146
25,1.75,1.25,0.91898054
25,1.75,1.5,0.9168661
25,1.75,1.75,0.8844144
25,1.75,2.0,0.8620906
25,2.0,0.0,0.9059697
25,2.0,0.25,0.9051566
25,2.0,0.5,0.9059697
25,2.0,0.75,0.9035306
25,2.0,1.0,0.8957565
25,2.0,1.25,0.8995547
25,2.0,1.5,0.8973043
25,2.0,1.75,0.8620906
25,2.0,2.0,0.8497529
26,0.0,0.0,0.99999976
26,0.0,0.25,0.99999976
26,0.0,0.5,0.99999976
26,0.0,0.75,0.99999976
26,0.0,1.0,0.9761758
26,0.0,1.25,0.99999976
26,0.0,1.5,0.9540149
26,0.0,1.75,0.9982436
26,0.0,2.0,0.9421261
26,0.25,0.0,0.99999976
26,0.25,0.25,0.99999976
26,0.25,0.5,0.99999976
26,0.25,0.75,0.99999976
26,0.25,1.0,0.9761758
26,0.25,1.25,0.99999976
26,0.25,1.5,0.9540149
26,0.25,1.75,0.9982436
26,0.25,2.0,0.9421261
26,0.5,0.0,0.99999976
26,0.5,0.25,0.99999976
26,0.5,0.5,0.99999976
26,0.5,0.75,0.99999976
26,0.5,1.0,0.9761758
26,0.5,1.25,0.99999976
26,0.5,1.5,0.9540149
26,0.5,1.75,0.9982436
26,0.5,2.0,0.9421261
26,0.75,0.0,0.99999976
26,0.75,0.25,0.99999976
26,0.75,0.5,0.99999976
26,0.75,0.75,0.99999976
26,0.75,1.0,0.9761758
26,0.75,1.25,0.99999976
26,0.75,1.5,0.9540149
26,0.75,1.75,0.9982436
26,0.75,2.0,0.9421261
26,1.0,0.0,0.9761758
26,1.0,0.25,0.9761758
26,1.0,0.5,0.9761758
26,1.0,0.75,0.9761758
26,1.0,1.0,0.9547342
26,1.0,1.25,0.9761758
26,1.0,1.5,0.93444854
26,1.0,1.75,0.97473085
26,1.0,2.0,0.9238129
26,1.25,0.0,0.99999976
26,1.25,0.25,0.99999976
26,1.25,0.5,0.99999976
26,1.25,0.75,0.99999976
26,1.25,1.0,0.9761758
26,1.25,1.25,0.99999976
26,1.25,1.5,0.9540149
26,1.25,1.75,0.9982436
26,1.25,2.0,0.9421261
26,1.5,0.0,0.9540149
26,1.5,0.25,0.9540149
26,1.5,0.5,0.9540149
26,1.5,0.75,0.9540149
26,1.5,1.0,0.93444854
26,1.5,1.25,0.9540149
26,1.5,1.5,0.9163789
26,1.5,1.75,0.9528879
26,1.5,2.0,0.9058554
26,1.75,0.0,0.9982436
26,1.75,0.25,0.9982436
26,1.75,0.5,0.9982436
26,1.75,0.75,0.9982436
26,1.75,1.0,0.97473085
26,1.75,1.25,0.9982436
26,1.75,1.5,0.9528879
26,1.75,1.75,0.9968387
26,1.75,2.0,0.9412413
26,2.0,0.0,0.94212615
26,2.0,0.25,0.94212615
26,2.0,0.5,0.94212615
26,2.0,0.75,0.94212615
26,2.0,1.0,0.9238129
26,2.0,1.25,0.94212615
26,2.0,1.5,0.9058554
26,2.0,1.75,0.9412412
26,2.0,2.0,0.8982403
27,0.0,0.0,1.0000001
27,0.0,0.25,1.0000001
27,0.0,0.5,1.0000001
27,0.0,0.75,1.0000001
27,0.0,1.0,0.94976884
27,0.0,1.25,0.95386124
27,0.0,1.5,0.9309848
27,0.0,1.75,0.9371245
27,0.0,2.0,0.7336331
27,0.25,0.0,1.0000001
27,0.25,0.25,1.0000001
27,0.25,0.5,1.0000001
27,0.25,0.75,1.0000001
27,0.25,1.0,0.94976884
27,0.25,1.25,0.95386124
27,0.25,1.5,0.9309848
27,0.25,1.75,0.9371245
27,0.25,2.0,0.7336331
27,0.5,0.0,1.0000001
27,0.5,0.25,1.0000001
27,0.5,0.5,1.0000001
27,0.5,0.75,1.0000001
27,0.5,1.0,0.94976884
27,0.5,1.25,0.95386124
27,0.5,1.5,0.9309848
27,0.5,1.75,0.9371245
27,0.5,2.0,0.7336331
27,0.75,0.0,1.0000001
27,0.75,0.25,1.0000001
27,0.75,0.5,1.0000001
27,0.75,0.75,1.0000001
27,0.75,1.0,0.94976884
27,0.75,1.25,0.95386124
27,0.75,1.5,0.9309848
27,0.75,1.75,0.9371245
27,0.75,2.0,0.7336331
27,1.0,0.0,0.94976884
27,1.0,0.25,0.94976884
27,1.0,0.5,0.94976884
27,1.0,0.75,0.94976884
27,1.0,1.0,0.9124081
27,1.0,1.25,0.9136618
27,1.0,1.5,0.89637405
27,1.0,1.75,0.9003731
27,1.0,2.0,0.7080883
27,1.25,0.0,0.95386124
27,1.25,0.25,0.95386124
27,1.25,0.5,0.95386124
27,1.25,0.75,0.95386124
27,1.25,1.0,0.9136618
27,1.25,1.25,0.9188867
27,1.25,1.5,0.899492
27,1.25,1.75,0.90228945
27,1.25,2.0,0.7079007
27,1.5,0.0,0.9309848
27,1.5,0.25,0.9309848
27,1.5,0.5,0.9309848
27,1.5,0.75,0.9309848
27,1.5,1.0,0.89637405
27,1.5,1.25,0.8994921
27,1.5,1.5,0.88554764
27,1.5,1.75,0.8824307
27,1.5,2.0,0.69468904
27,1.75,0.0,0.93712443
27,1.75,0.25,0.93712443
27,1.75,0.5,0.93712443
27,1.75,0.75,0.93712443
27,1.75,1.0,0.9003731
27,1.75,1.25,0.9022895
27,1.75,1.5,0.8824307
27,1.75,1.75,0.89375967
27,1.75,2.0,0.7030978
27,2.0,0.0,0.7336331
27,2.0,0.25,0.7336331
27,2.0,0.5,0.7336331
27,2.0,0.75,0.7336331
27,2.0,1.0,0.7080883
27,2.0,1.25,0.7079007
27,2.0,1.5,0.69468904
27,2.0,1.75,0.7030978
27,2.0,2.0,0.59398633
28,0.0,0.0,1.0000001
28,0.0,0.25,0.9557364
28,0.0,0.5,0.9336046
28,0.0,0.75,0.8542094
28,0.0,1.0,0.76876944
28,0.0,1.25,0.771969
28,0.0,1.5,0.786772
28,0.0,1.75,0.7067028
28,0.0,2.0,0.70826066
28,0.25,0.0,0.9557364
28,0.25,0.25,0.9291782
28,0.25,0.5,0.9158991
28,0.25,0.75,0.82166
28,0.25,1.0,0.7647477
28,0.25,1.25,0.7572752
28,0.25,1.5,0.7905812
28,0.25,1.75,0.6855997
28,0.25,2.0,0.6837555
28,0.5,0.0,0.9336046
28,0.5,0.25,0.9158991
28,0.5,0.5,0.9070464
28,0.5,0.75,0.8053853
28,0.5,1.0,0.7627368
28,0.5,1.25,0.74992836
28,0.5,1.5,0.79248583
28,0.5,1.75,0.67504805
28,0.5,2.0,0.6715028
28,0.75,0.0,0.8542094
28,0.75,0.25,0.82166
28,0.75,0.5,0.8053853
28,0.75,0.75,0.7492189
28,0.75,1.0,0.6784796
28,0.75,1.25,0.68266433
28,0.75,1.5,0.69246805
28,0.75,1.75,0.62232125
28,0.75,2.0,0.6263646
28,1.0,0.0,0.76876944
28,1.0,0.25,0.7647477
28,1.0,0.5,0.7627368
28,1.0,0.75,0.6784796
28,1.0,1.0,0.66735953
28,1.0,1.25,0.65114653
28,1.0,1.5,0.6884259
28,1.0,1.75,0.5923119
28,1.0,2.0,0.58690023
28,1.25,0.0,0.771969
28,1.25,0.25,0.7572752
28,1.25,0.5,0.74992836
28,1.25,0.75,0.68266433
28,1.25,1.0,0.65114653
28,1.25,1.25,0.64533705
28,1.25,1.5,0.666774
28,1.25,1.75,0.58999586
28,1.25,2.0,0.5873196
28,1.5,0.0,0.786772
28,1.5,0.25,0.7905812
28,1.5,0.5,0.79248583
28,1.5,0.75,0.6924679
28,1.5,1.0,0.6884259
28,1.5,1.25,0.666774
28,1.5,1.5,0.72671324
28,1.5,1.75,0.6002323
28,1.5,2.0,0.5958441
28,1.75,0.0,0.7067027
28,1.75,0.25,0.6855997
28,1.75,0.5,0.6750481
28,1.75,0.75,0.6223213
28,1.75,1.0,0.5923119
28,1.75,1.25,0.58999586
28,1.75,1.5,0.6002323
28,1.75,1.75,0.56556964
28,1.75,2.0,0.55890447
28,2.0,0.0,0.70826066
28,2.0,0.25,0.6837555
28,2.0,0.5,0.6715028
28,2.0,0.75,0.6263646
28,2.0,1.0,0.58690023
28,2.0,1.25,0.5873197
28,2.0,1.5,0.5958441
28,2.0,1.75,0.5589045
28,2.0,2.0,0.5699581
29,0.0,0.0,0.96037483
29,0.0,0.25,0.967919
29,0.0,0.5,0.95358014
29,0.0,0.75,0.92955154
29,0.0,1.0,0.9215592
29,0.0,1.25,0.8979227
29,0.0,1.5,0.88649523
29,0.0,1.75,0.86014175
29,0.0,2.0,0.7732719
29,0.25,0.0,0.96791893
29,0.25,0.25,0.98370814
29,0.25,0.5,0.957258
29,0.25,0.75,0.92379075
29,0.25,1.0,0.91863203
29,0.25,1.25,0.88974136
29,0.25,1.5,0.8780496
29,0.25,1.75,0.84406006
29,0.25,2.0,0.7668951
29,0.5,0.0,0.95358014
29,0.5,0.25,0.957258
29,0.5,0.5,0.9493113
29,0.5,0.75,0.9301044
29,0.5,1.0,0.9216826
29,0.5,1.25,0.90021837
29,0.5,1.5,0.8904737
29,0.5,1.75,0.86660975
29,0.5,2.0,0.7759424
29,0.75,0.0,0.9295516
29,0.75,0.25,0.9237907
29,0.75,0.5,0.9301044
29,0.75,0.75,0.9237128
29,0.75,1.0,0.91331834
29,0.75,1.25,0.90004534
29,0.75,1.5,0.89190185
29,0.75,1.75,0.8780185
29,0.75,2.0,0.77779317
29,1.0,0.0,0.92155915
29,1.0,0.25,0.91863203
29,1.0,0.5,0.92168254
29,1.0,0.75,0.91331834
29,1.0,1.0,0.90547717
29,1.0,1.25,0.8911188
29,1.0,1.5,0.88497573
29,1.0,1.75,0.8678401
29,1.0,2.0,0.7725102
29,1.25,0.0,0.8979226
29,1.25,0.25,0.88974136
29,1.25,0.5,0.90021825
29,1.25,0.75,0.90004534
29,1.25,1.0,0.8911188
29,1.25,1.25,0.88347715
29,1.25,1.5,0.8772572
29,1.25,1.75,0.8678438
29,1.25,2.0,0.7682338
29,1.5,0.0,0.88649523
29,1.5,0.25,0.8780497
29,1.5,0.5,0.8904737
29,1.5,0.75,0.89190185
29,1.5,1.0,0.8849757
29,1.5,1.25,0.8772572
29,1.5,1.5,0.87534934
29,1.5,1.75,0.8640628
29,1.5,2.0,0.7662277
29,1.75,0.0,0.86014175
29,1.75,0.25,0.84406006
29,1.75,0.5,0.86660975
29,1.75,0.75,0.8780185
29,1.75,1.0,0.86784005
29,1.75,1.25,0.8678438
29,1.75,1.5,0.8640628
29,1.75,1.75,0.86498743
29,1.75,2.0,0.7596198
29,2.0,0.0,0.7732719
29,2.0,0.25,0.7668951
29,2.0,0.5,0.7759423
29,2.0,0.75,0.77779317
29,2.0,1.0,0.7725102
29,2.0,1.25,0.7682338
29,2.0,1.5,0.7662277
29,2.0,1.75,0.7596198
29,2.0,2.0,0.70049727
30,0.0,0.0,0.9712939
30,0.0,0.25,0.96339834
30,0.0,0.5,0.9547476
30,0.0,0.75,0.95338076
30,0.0,1.0,0.942804
30,0.0,1.25,0.9444855
30,0.0,1.5,0.932917
30,0.0,1.75,0.93294036
30,0.0,2.0,0.82662535
30,0.25,0.0,0.96339834
30,0.25,0.25,0.9611032
30,0.25,0.5,0.9544011
30,0.25,0.75,0.95438445
30,0.25,1.0,0.9380788
30,0.25,1.25,0.94614166
30,0.25,1.5,0.93502855
30,0.25,1.75,0.93268555
30,0.25,2.0,0.8285332
30,0.5,0.0,0.9547476
30,0.5,0.25,0.9544011
30,0.5,0.5,0.9503359
30,0.5,0.75,0.95061094
30,0.5,1.0,0.9339896
30,0.5,1.25,0.942888
30,0.5,1.5,0.93450576
30,0.5,1.75,0.9291156
30,0.5,2.0,0.82933104
30,0.75,0.0,0.95338064
30,0.75,0.25,0.95438445
30,0.75,0.5,0.95061105
30,0.75,0.75,0.9512279
30,0.75,1.0,0.93307257
30,0.75,1.25,0.9436356
30,0.75,1.5,0.9351292
30,0.75,1.75,0.92937064
30,0.75,2.0,0.8297789
30,1.0,0.0,0.942804
30,1.0,0.25,0.93807894
30,1.0,0.5,0.93398947
30,1.0,0.75,0.93307257
30,1.0,1.0,0.92595273
30,1.0,1.25,0.9273327
30,1.0,1.5,0.9208185
30,1.0,1.75,0.91851974
30,1.0,2.0,0.8179553
30,1.25,0.0,0.9444854
30,1.25,0.25,0.9461416
30,1.25,0.5,0.942888
30,1.25,0.75,0.9436356
30,1.25,1.0,0.92733276
30,1.25,1.25,0.9377722
30,1.25,1.5,0.92953086
30,1.25,1.75,0.92487067
30,1.25,2.0,0.82515454
30,1.5,0.0,0.932917
30,1.5,0.25,0.93502855
30,1.5,0.5,0.93450576
30,1.5,0.75,0.93512917
30,1.5,1.0,0.9208183
30,1.5,1.25,0.9295309
30,1.5,1.5,0.9253376
30,1.5,1.75,0.917715
30,1.5,2.0,0.8229185
30,1.75,0.0,0.93294036
30,1.75,0.25,0.93268555
30,1.75,0.5,0.92911565
30,1.75,0.75,0.92937064
30,1.75,1.0,0.91851974
30,1.75,1.25,0.92487067
30,1.75,1.5,0.91771513
30,1.75,1.75,0.91679883
30,1.75,2.0,0.814231
30,2.0,0.0,0.8266253
30,2.0,0.25,0.8285332
30,2.0,0.5,0.82933104
30,2.0,0.75,0.8297789
30,2.0,1.0,0.8179553
30,2.0,1.25,0.82515454
30,2.0,1.5,0.82291853
30,2.0,1.75,0.814231
30,2.0,2.0,0.7533748
31,0.0,0.0,0.99999994
31,0.0,0.25,0.99999994
31,0.0,0.5,0.993078
31,0.0,0.75,0.9357122
31,0.0,1.0,0.85575986
31,0.0,1.25,0.86701995
31,0.0,1.5,0.80680066
31,0.0,1.75,0.7373579
31,0.0,2.0,0.6404552
31,0.25,0.0,0.99999994
31,0.25,0.25,0.99999994
31,0.25,0.5,0.993078
31,0.25,0.75,0.9357122
31,0.25,1.0,0.85575986
31,0.25,1.25,0.86701995
31,0.25,1.5,0.80680066
31,0.25,1.75,0.7373579
31,0.25,2.0,0.6404552
31,0.5,0.0,0.993078
31,0.5,0.25,0.993078
31,0.5,0.5,0.9868483
31,0.5,0.75,0.93164384
31,0.5,1.0,0.8521835
31,0.5,1.25,0.8648215
31,0.5,1.5,0.80311835
31,0.5,1.75,0.7350098
31,0.5,2.0,0.63839763
31,0.75,0.0,0.9357122
31,0.75,0.25,0.9357122
31,0.75,0.5,0.93164384
31,0.75,0.75,0.89031464
31,0.75,1.0,0.8156288
31,0.75,1.25,0.830862
31,0.75,1.5,0.76807874
31,0.75,1.75,0.71490395
31,0.75,2.0,0.6200264
31,1.0,0.0,0.85575986
31,1.0,0.25,0.85575986
31,1.0,0.5,0.8521835
31,1.0,0.75,0.8156288
31,1.0,1.0,0.7761978
31,1.0,1.25,0.77465284
31,1.0,1.5,0.7245469
31,1.0,1.75,0.6717606
31,1.0,2.0,0.5742986
31,1.25,0.0,0.86701995
31,1.25,0.25,0.86701995
31,1.25,0.5,0.86482155
31,1.25,0.75,0.830862
31,1.25,1.0,0.77465284
31,1.25,1.25,0.7954402
31,1.25,1.5,0.729792
31,1.25,1.75,0.6847652
31,1.25,2.0,0.5901274
31,1.5,0.0,0.80680066
31,1.5,0.25,0.80680066
31,1.5,0.5,0.8031183
31,1.5,0.75,0.7680787
31,1.5,1.0,0.7245469
31,1.5,1.25,0.72979194
31,1.5,1.5,0.68912965
31,1.5,1.75,0.6367784
31,1.5,2.0,0.5529621
31,1.75,0.0,0.73735803
31,1.75,0.25,0.73735803
31,1.75,0.5,0.7350098
31,1.75,0.75,0.7149039
31,1.75,1.0,0.6717606
31,1.75,1.25,0.6847652
31,1.75,1.5,0.6367785
31,1.75,1.75,0.6266532
31,1.75,2.0,0.52940667
31,2.0,0.0,0.6404552
31,2.0,0.25,0.6404552
31,2.0,0.5,0.6383976
31,2.0,0.75,0.6200264
31,2.0,1.0,0.5742986
31,2.0,1.25,0.5901274
31,2.0,1.5,0.5529621
31,2.0,1.75,0.5294066
31,2.0,2.0,0.50417346
32,0.0,0.0,0.8818094
32,0.0,0.25,0.833805
32,0.0,0.5,0.88014543
32,0.0,0.75,0.7324057
32,0.0,1.0,0.75083315
32,0.0,1.25,0.7711662
32,0.0,1.5,0.73924184
32,0.0,1.75,0.63710994
32,0.0,2.0,0.64601976
32,0.25,0.0,0.8338049
32,0.25,0.25,0.8064084
32,0.25,0.5,0.83304083
32,0.25,0.75,0.74098134
32,0.25,1.0,0.7523146
32,0.25,1.25,0.76306516
32,0.25,1.5,0.738649
32,0.25,1.75,0.6497226
32,0.25,2.0,0.6523967
32,0.5,0.0,0.8801453
32,0.5,0.25,0.83304083
32,0.5,0.5,0.8795569
32,0.5,0.75,0.7339441
32,0.5,1.0,0.75340164
32,0.5,1.25,0.7726155
32,0.5,1.5,0.74163526
32,0.5,1.75,0.6385739
32,0.5,2.0,0.6481001
32,0.75,0.0,0.7324058
32,0.75,0.25,0.74098134
32,0.75,0.5,0.7339441
32,0.75,0.75,0.7432943
32,0.75,1.0,0.7411329
32,0.75,1.25,0.73525465
32,0.75,1.5,0.7273931
32,0.75,1.75,0.6631894
32,0.75,2.0,0.6603044
32,1.0,0.0,0.7508332
32,1.0,0.25,0.7523146
32,1.0,0.5,0.7534017
32,1.0,0.75,0.7411328
32,1.0,1.0,0.74487907
32,1.0,1.25,0.7405304
32,1.0,1.5,0.72962004
32,1.0,1.75,0.6593181
32,1.0,2.0,0.6565702
32,1.25,0.0,0.77116615
32,1.25,0.25,0.76306516
32,1.25,0.5,0.7726156
32,1.25,0.75,0.73525465
32,1.25,1.0,0.7405303
32,1.25,1.25,0.7419407
32,1.25,1.5,0.72738165
32,1.25,1.75,0.6514621
32,1.25,2.0,0.65244603
32,1.5,0.0,0.73924196
32,1.5,0.25,0.738649
32,1.5,0.5,0.7416352
32,1.5,0.75,0.7273931
32,1.5,1.0,0.72962016
32,1.5,1.25,0.72738177
32,1.5,1.5,0.7182974
32,1.5,1.75,0.6477849
32,1.5,2.0,0.65073377
32,1.75,0.0,0.63710994
32,1.75,0.25,0.6497225
32,1.75,0.5,0.6385739
32,1.75,0.75,0.6631894
32,1.75,1.0,0.6593181
32,1.75,1.25,0.6514621
32,1.75,1.5,0.6477849
32,1.75,1.75,0.6091928
32,1.75,2.0,0.59813666
32,2.0,0.0,0.64601976
32,2.0,0.25,0.6523967
32,2.0,0.5,0.6481001
32,2.0,0.75,0.6603044
32,2.0,1.0,0.6565702
32,2.0,1.25,0.65244603
32,2.0,1.5,0.65073377
32,2.0,1.75,0.59813666
32,2.0,2.0,0.6064196
33,0.0,0.0,0.91721433
33,0.0,0.25,0.9026405
33,0.0,0.5,0.91087645
33,0.0,0.75,0.86995345
33,0.0,1.0,0.86598617
33,0.0,1.25,0.8788693
33,0.0,1.5,0.8405632
33,0.0,1.75,0.8267963
33,0.0,2.0,0.84879375
33,0.25,0.0,0.9026405
33,0.25,0.25,0.8914424
33,0.25,0.5,0.90174896
33,0.25,0.75,0.8622387
33,0.25,1.0,0.8602636
33,0.25,1.25,0.870219
33,0.25,1.5,0.8368055
33,0.25,1.75,0.823636
33,0.25,2.0,0.84499496
33,0.5,0.0,0.91087645
33,0.5,0.25,0.90174896
33,0.5,0.5,0.9335147
33,0.5,0.75,0.879749
33,0.5,1.0,0.8697822
33,0.5,1.25,0.8832753
33,0.5,1.5,0.8542993
33,0.5,1.75,0.8456093
33,0.5,2.0,0.8633821
33,0.75,0.0,0.86995345
33,0.75,0.25,0.86223865
33,0.75,0.5,0.879749
33,0.75,0.75,0.84324706
33,0.75,1.0,0.83694845
33,0.75,1.25,0.8464659
33,0.75,1.5,0.82159305
33,0.75,1.75,0.8107654
33,0.75,2.0,0.8291545
33,1.0,0.0,0.86598617
33,1.0,0.25,0.8602636
33,1.0,0.5,0.8697822
33,1.0,0.75,0.8369486
33,1.0,1.0,0.8432979
33,1.0,1.25,0.84611124
33,1.0,1.5,0.8210909
33,1.0,1.75,0.80985504
33,1.0,2.0,0.82886785
33,1.25,0.0,0.8788693
33,1.25,0.25,0.870219
33,1.25,0.5,0.8832753
33,1.25,0.75,0.8464659
33,1.25,1.0,0.84611124
33,1.25,1.25,0.8538502
33,1.25,1.5,0.8257344
33,1.25,1.75,0.81463957
33,1.25,2.0,0.83345145
33,1.5,0.0,0.8405632
33,1.5,0.25,0.8368054
33,1.5,0.5,0.8542993
33,1.5,0.75,0.82159305
33,1.5,1.0,0.82109076
33,1.5,1.25,0.8257345
33,1.5,1.5,0.8072692
33,1.5,1.75,0.7978207
33,1.5,2.0,0.81395876
33,1.75,0.0,0.8267963
33,1.75,0.25,0.823636
33,1.75,0.5,0.8456093
33,1.75,0.75,0.8107654
33,1.75,1.0,0.8098551
33,1.75,1.25,0.81463957
33,1.75,1.5,0.7978207
33,1.75,1.75,0.79194796
33,1.75,2.0,0.8047049
33,2.0,0.0,0.8487938
33,2.0,0.25,0.844995
33,2.0,0.5,0.86338204
33,2.0,0.75,0.82915443
33,2.0,1.0,0.8288678
33,2.0,1.25,0.8334514
33,2.0,1.5,0.81395876
33,2.0,1.75,0.80470484
33,2.0,2.0,0.8219125
34,0.0,0.0,1.0
34,0.0,0.25,1.0
34,0.0,0.5,0.9953722
34,0.0,0.75,0.95864165
34,0.0,1.0,0.9706334
34,0.0,1.25,0.97632927
34,0.0,1.5,0.9328275
34,0.0,1.75,0.96707183
34,0.0,2.0,0.90229124
34,0.25,0.0,1.0
34,0.25,0.25,1.0
34,0.25,0.5,0.9953722
34,0.25,0.75,0.95864165
34,0.25,1.0,0.9706334
34,0.25,1.25,0.97632927
34,0.25,1.5,0.9328275
34,0.25,1.75,0.96707183
34,0.25,2.0,0.90229124
34,0.5,0.0,0.9953722
34,0.5,0.25,0.9953722
34,0.5,0.5,0.9912071
34,0.5,0.75,0.955879
34,0.5,1.0,0.96755964
34,0.5,1.25,0.9739855
34,0.5,1.5,0.93147445
34,0.5,1.75,0.9641502
34,0.5,2.0,0.9002517
34,0.75,0.0,0.9586416
34,0.75,0.25,0.9586416
34,0.75,0.5,0.955879
34,0.75,0.75,0.92802155
34,0.75,1.0,0.9366806
34,0.75,1.25,0.9454384
34,0.75,1.5,0.90721834
34,0.75,1.75,0.93536085
34,0.75,2.0,0.87806183
34,1.0,0.0,0.9706334
34,1.0,0.25,0.9706334
34,1.0,0.5,0.96755964
34,1.0,0.75,0.9366806
34,1.0,1.0,0.94951075
34,1.0,1.25,0.9560373
34,1.0,1.5,0.9164932
34,1.0,1.75,0.94625014
34,1.0,2.0,0.8855957
34,1.25,0.0,0.97632927
34,1.25,0.25,0.97632927
34,1.25,0.5,0.9739855
34,1.25,0.75,0.9454383
34,1.25,1.0,0.95603734
34,1.25,1.25,0.96588445
34,1.25,1.5,0.92629987
34,1.25,1.75,0.9544446
34,1.25,2.0,0.89494306
34,1.5,0.0,0.9328275
34,1.5,0.25,0.9328275
34,1.5,0.5,0.9314744
34,1.5,0.75,0.9072184
34,1.5,1.0,0.91649306
34,1.5,1.25,0.92629987
34,1.5,1.5,0.89346606
34,1.5,1.75,0.91458356
34,1.5,2.0,0.860532
34,1.75,0.0,0.96707183
34,1.75,0.25,0.96707183
34,1.75,0.5,0.9641502
34,1.75,0.75,0.93536085
34,1.75,1.0,0.94625014
34,1.75,1.25,0.9544446
34,1.75,1.5,0.91458356
34,1.75,1.75,0.9456882
34,1.75,2.0,0.88701606
34,2.0,0.0,0.9022912
34,2.0,0.25,0.9022912
34,2.0,0.5,0.9002516
34,2.0,0.75,0.87806183
34,2.0,1.0,0.8855957
34,2.0,1.25,0.89494306
34,2.0,1.5,0.86053205
34,2.0,1.75,0.887016
34,2.0,2.0,0.8414754
35,0.0,0.0,0.99999994
35,0.0,0.25,0.9998477
35,0.0,0.5,0.9997716
35,0.0,0.75,0.9752107
35,0.0,1.0,0.95998895
35,0.0,1.25,0.96280235
35,0.0,1.5,0.89428514
35,0.0,1.75,0.9270694
35,0.0,2.0,0.8713774
35,0.25,0.0,0.9998477
35,0.25,0.25,0.99972594
35,0.25,0.5,0.9996651
35,0.25,0.75,0.9751239
35,0.25,1.0,0.9599646
35,0.25,1.25,0.96276116
35,0.25,1.5,0.89430344
35,0.25,1.75,0.927029
35,0.25,2.0,0.8715271
35,0.5,0.0,0.9997716
35,0.5,0.25,0.9996651
35,0.5,0.5,0.9996118
35,0.5,0.75,0.97508043
35,0.5,1.0,0.9599525
35,0.5,1.25,0.96274054
35,0.5,1.5,0.8943127
35,0.5,1.75,0.9270088
35,0.5,2.0,0.871602
35,0.75,0.0,0.9752107
35,0.75,0.25,0.9751238
35,0.75,0.5,0.97508043
35,0.75,0.75,0.9538939
35,0.75,1.0,0.9389703
35,0.75,1.25,0.94150543
35,0.75,1.5,0.87810916
35,0.75,1.75,0.91139525
35,0.75,2.0,0.8589398
35,1.0,0.0,0.95998895
35,1.0,0.25,0.9599646
35,1.0,0.5,0.9599525
35,1.0,0.75,0.9389703
35,1.0,1.0,0.9283452
35,1.0,1.25,0.92722106
35,1.0,1.5,0.8686978
