Topic,temperature1,temperature2,AverageSimilarity
52,1.5,2.0,0.689821
52,1.75,0.0,0.7837145
52,1.75,0.25,0.78747064
52,1.75,0.5,0.7902878
52,1.75,0.75,0.79527086
52,1.75,1.0,0.7895982
52,1.75,1.25,0.78863907
52,1.75,1.5,0.7887093
52,1.75,1.75,0.77069384
52,1.75,2.0,0.67527366
52,2.0,0.0,0.6774485
52,2.0,0.25,0.6815376
52,2.0,0.5,0.6846044
52,2.0,0.75,0.69075614
52,2.0,1.0,0.6888627
52,2.0,1.25,0.6891191
52,2.0,1.5,0.689821
52,2.0,1.75,0.6752737
52,2.0,2.0,0.6216251
53,0.0,0.0,0.99999994
53,0.0,0.25,0.99999994
53,0.0,0.5,0.9628944
53,0.0,0.75,0.9257889
53,0.0,1.0,0.93985015
53,0.0,1.25,0.8970514
53,0.0,1.5,0.7828698
53,0.0,1.75,0.82450724
53,0.0,2.0,0.75618
53,0.25,0.0,0.99999994
53,0.25,0.25,0.99999994
53,0.25,0.5,0.9628944
53,0.25,0.75,0.9257889
53,0.25,1.0,0.93985015
53,0.25,1.25,0.8970514
53,0.25,1.5,0.7828698
53,0.25,1.75,0.82450724
53,0.25,2.0,0.75618
53,0.5,0.0,0.96289444
53,0.5,0.25,0.96289444
53,0.5,0.5,0.93321
53,0.5,0.75,0.90352553
53,0.5,1.0,0.91227746
53,0.5,1.25,0.8791034
53,0.5,1.5,0.7830548
53,0.5,1.75,0.8094217
53,0.5,2.0,0.75055426
53,0.75,0.0,0.9257888
53,0.75,0.25,0.9257888
53,0.75,0.5,0.90352553
53,0.75,0.75,0.8812622
53,0.75,1.0,0.8847048
53,0.75,1.25,0.8611554
53,0.75,1.5,0.78323984
53,0.75,1.75,0.79433626
53,0.75,2.0,0.7449286
53,1.0,0.0,0.9398502
53,1.0,0.25,0.9398502
53,1.0,0.5,0.9122775
53,1.0,0.75,0.8847048
53,1.0,1.0,0.89382154
53,1.0,1.25,0.86451066
53,1.0,1.5,0.77472246
53,1.0,1.75,0.8005745
53,1.0,2.0,0.74316317
53,1.25,0.0,0.8970514
53,1.25,0.25,0.8970514
53,1.25,0.5,0.8791034
53,1.25,0.75,0.86115545
53,1.25,1.0,0.86451066
53,1.25,1.25,0.8537941
53,1.25,1.5,0.7825215
53,1.25,1.75,0.7918632
53,1.25,2.0,0.7482922
53,1.5,0.0,0.7828698
53,1.5,0.25,0.7828698
53,1.5,0.5,0.7830548
53,1.5,0.75,0.7832399
53,1.5,1.0,0.77472246
53,1.5,1.25,0.7825215
53,1.5,1.5,0.7627456
53,1.5,1.75,0.73652786
53,1.5,2.0,0.7138653
53,1.75,0.0,0.8245071
53,1.75,0.25,0.82450724
53,1.75,0.5,0.8094217
53,1.75,0.75,0.79433626
53,1.75,1.0,0.8005745
53,1.75,1.25,0.7918631
53,1.75,1.5,0.73652786
53,1.75,1.75,0.75336283
53,1.75,2.0,0.70808786
53,2.0,0.0,0.75618005
53,2.0,0.25,0.75618005
53,2.0,0.5,0.7505543
53,2.0,0.75,0.7449286
53,2.0,1.0,0.74316317
53,2.0,1.25,0.7482922
53,2.0,1.5,0.7138653
53,2.0,1.75,0.7080879
53,2.0,2.0,0.687293
54,0.0,0.0,1.0000001
54,0.0,0.25,1.0000001
54,0.0,0.5,0.95767546
54,0.0,0.75,0.925932
54,0.0,1.0,0.89418846
54,0.0,1.25,0.95767546
54,0.0,1.5,0.91047835
54,0.0,1.75,0.9241365
54,0.0,2.0,0.9049266
54,0.25,0.0,1.0000001
54,0.25,0.25,1.0000001
54,0.25,0.5,0.95767546
54,0.25,0.75,0.925932
54,0.25,1.0,0.89418846
54,0.25,1.25,0.95767546
54,0.25,1.5,0.91047835
54,0.25,1.75,0.9241365
54,0.25,2.0,0.9049266
54,0.5,0.0,0.9576754
54,0.5,0.25,0.9576754
54,0.5,0.5,0.93228066
54,0.5,0.75,0.91323453
54,0.5,1.0,0.89418846
54,0.5,1.25,0.9322806
54,0.5,1.5,0.9020909
54,0.5,1.75,0.90973175
54,0.5,2.0,0.89060354
54,0.75,0.0,0.925932
54,0.75,0.25,0.925932
54,0.75,0.5,0.91323453
54,0.75,0.75,0.9037115
54,0.75,1.0,0.8941884
54,0.75,1.25,0.91323453
54,0.75,1.5,0.89580035
54,0.75,1.75,0.89892817
54,0.75,2.0,0.8798613
54,1.0,0.0,0.8941885
54,1.0,0.25,0.8941885
54,1.0,0.5,0.89418846
54,1.0,0.75,0.89418846
54,1.0,1.0,0.8941884
54,1.0,1.25,0.89418846
54,1.0,1.5,0.8895099
54,1.0,1.75,0.8881245
54,1.0,2.0,0.8691191
54,1.25,0.0,0.95767546
54,1.25,0.25,0.95767546
54,1.25,0.5,0.93228066
54,1.25,0.75,0.91323453
54,1.25,1.0,0.89418846
54,1.25,1.25,0.9322806
54,1.25,1.5,0.9020909
54,1.25,1.75,0.90973175
54,1.25,2.0,0.89060354
54,1.5,0.0,0.91047835
54,1.5,0.25,0.91047835
54,1.5,0.5,0.9020909
54,1.5,0.75,0.8958004
54,1.5,1.0,0.8895098
54,1.5,1.25,0.9020909
54,1.5,1.5,0.88947344
54,1.5,1.75,0.89070404
54,1.5,2.0,0.8719517
54,1.75,0.0,0.9241365
54,1.75,0.25,0.9241365
54,1.75,0.5,0.90973175
54,1.75,0.75,0.89892817
54,1.75,1.0,0.8881245
54,1.75,1.25,0.90973175
54,1.75,1.5,0.89070404
54,1.75,1.75,0.8957486
54,1.75,2.0,0.8764157
54,2.0,0.0,0.90492654
54,2.0,0.25,0.90492654
54,2.0,0.5,0.89060354
54,2.0,0.75,0.8798613
54,2.0,1.0,0.8691191
54,2.0,1.25,0.89060354
54,2.0,1.5,0.87195176
54,2.0,1.75,0.8764157
54,2.0,2.0,0.86184263
55,0.0,0.0,0.9999997
55,0.0,0.25,0.9999997
55,0.0,0.5,0.9662347
55,0.0,0.75,0.96392596
55,0.0,1.0,0.9261287
55,0.0,1.25,0.77576345
55,0.0,1.5,0.8115352
55,0.0,1.75,0.8445509
55,0.0,2.0,0.632861
55,0.25,0.0,0.9999997
55,0.25,0.25,0.9999997
55,0.25,0.5,0.9662347
55,0.25,0.75,0.96392596
55,0.25,1.0,0.9261287
55,0.25,1.25,0.77576345
55,0.25,1.5,0.8115352
55,0.25,1.75,0.8445509
55,0.25,2.0,0.632861
55,0.5,0.0,0.9662347
55,0.5,0.25,0.9662347
55,0.5,0.5,0.9425991
55,0.5,0.75,0.94006705
55,0.5,1.0,0.9107833
55,0.5,1.25,0.7770984
55,0.5,1.5,0.799836
55,0.5,1.75,0.831146
55,0.5,2.0,0.6324017
55,0.75,0.0,0.96392596
55,0.75,0.25,0.96392596
55,0.75,0.5,0.94006705
55,0.75,0.75,0.9379066
55,0.75,1.0,0.90837663
55,0.75,1.25,0.7754389
55,0.75,1.5,0.7986951
55,0.75,1.75,0.83018416
55,0.75,2.0,0.6319157
55,1.0,0.0,0.9261287
55,1.0,0.25,0.9261287
55,1.0,0.5,0.9107834
55,1.0,0.75,0.9083765
55,1.0,1.0,0.88738745
55,1.0,1.25,0.77245307
55,1.0,1.5,0.7885257
55,1.0,1.75,0.8147392
55,1.0,2.0,0.62947345
55,1.25,0.0,0.7757634
55,1.25,0.25,0.7757634
55,1.25,0.5,0.7770984
55,1.25,0.75,0.77543885
55,1.25,1.0,0.77245307
55,1.25,1.25,0.7190937
55,1.25,1.5,0.7181075
55,1.25,1.75,0.72786105
55,1.25,2.0,0.5982601
55,1.5,0.0,0.8115352
55,1.5,0.25,0.8115352
55,1.5,0.5,0.799836
55,1.5,0.75,0.7986951
55,1.5,1.0,0.7885257
55,1.5,1.25,0.7181075
55,1.5,1.5,0.7509864
55,1.5,1.75,0.7532638
55,1.5,2.0,0.60404974
55,1.75,0.0,0.84455085
55,1.75,0.25,0.84455085
55,1.75,0.5,0.83114606
55,1.75,0.75,0.8301841
55,1.75,1.0,0.8147392
55,1.75,1.25,0.72786105
55,1.75,1.5,0.75326383
55,1.75,1.75,0.7691656
55,1.75,2.0,0.61091006
55,2.0,0.0,0.6328611
55,2.0,0.25,0.6328611
55,2.0,0.5,0.6324017
55,2.0,0.75,0.6319157
55,2.0,1.0,0.62947345
55,2.0,1.25,0.5982601
55,2.0,1.5,0.60404974
55,2.0,1.75,0.61091006
55,2.0,2.0,0.53758264
56,0.0,0.0,0.7727618
56,0.0,0.25,0.777496
56,0.0,0.5,0.75297964
56,0.0,0.75,0.7135543
56,0.0,1.0,0.7083284
56,0.0,1.25,0.6825592
56,0.0,1.5,0.7257181
56,0.0,1.75,0.6081429
56,0.0,2.0,0.55614203
56,0.25,0.0,0.777496
56,0.25,0.25,0.78459716
56,0.25,0.5,0.7496021
56,0.25,0.75,0.7076724
56,0.25,1.0,0.7032769
56,0.25,1.25,0.68029785
56,0.25,1.5,0.72775984
56,0.25,1.75,0.60141516
56,0.25,2.0,0.5489955
56,0.5,0.0,0.75297976
56,0.5,0.25,0.74960196
56,0.5,0.5,0.76193106
56,0.5,0.75,0.73106366
56,0.5,1.0,0.7234901
56,0.5,1.25,0.6897229
56,0.5,1.5,0.71607953
56,0.5,1.75,0.6329574
56,0.5,2.0,0.5802094
56,0.75,0.0,0.7135542
56,0.75,0.25,0.7076724
56,0.75,0.5,0.73106366
56,0.75,0.75,0.7203364
56,0.75,1.0,0.7133026
56,0.75,1.25,0.6834726
56,0.75,1.5,0.68951696
56,0.75,1.75,0.6304765
56,0.75,2.0,0.58266324
56,1.0,0.0,0.7083284
56,1.0,0.25,0.703277
56,1.0,0.5,0.72349024
56,1.0,0.75,0.7133026
56,1.0,1.0,0.71016884
56,1.0,1.25,0.6798273
56,1.0,1.5,0.6853221
56,1.0,1.75,0.6318748
56,1.0,2.0,0.58220667
56,1.25,0.0,0.6825592
56,1.25,0.25,0.68029785
56,1.25,0.5,0.6897228
56,1.25,0.75,0.6834726
56,1.25,1.0,0.6798273
56,1.25,1.25,0.6662612
56,1.25,1.5,0.6641571
56,1.25,1.75,0.61148024
56,1.25,2.0,0.55911016
56,1.5,0.0,0.7257181
56,1.5,0.25,0.72775984
56,1.5,0.5,0.71607965
56,1.5,0.75,0.6895169
56,1.5,1.0,0.6853221
56,1.5,1.25,0.6641571
56,1.5,1.5,0.6927343
56,1.5,1.75,0.5968879
56,1.5,2.0,0.54722685
56,1.75,0.0,0.6081429
56,1.75,0.25,0.6014153
56,1.75,0.5,0.6329574
56,1.75,0.75,0.6304765
56,1.75,1.0,0.6318748
56,1.75,1.25,0.61148024
56,1.75,1.5,0.5968878
56,1.75,1.75,0.5974765
56,1.75,2.0,0.53698045
56,2.0,0.0,0.55614203
56,2.0,0.25,0.54899544
56,2.0,0.5,0.5802094
56,2.0,0.75,0.5826632
56,2.0,1.0,0.58220667
56,2.0,1.25,0.5591101
56,2.0,1.5,0.54722685
56,2.0,1.75,0.53698045
56,2.0,2.0,0.50785226
57,0.0,0.0,0.99999994
57,0.0,0.25,0.99999994
57,0.0,0.5,0.99999994
57,0.0,0.75,0.9116205
57,0.0,1.0,0.9556474
57,0.0,1.25,0.75678146
57,0.0,1.5,0.7395431
57,0.0,1.75,0.7414998
57,0.0,2.0,0.5196163
57,0.25,0.0,0.99999994
57,0.25,0.25,0.99999994
57,0.25,0.5,0.99999994
57,0.25,0.75,0.9116205
57,0.25,1.0,0.9556474
57,0.25,1.25,0.75678146
57,0.25,1.5,0.7395431
57,0.25,1.75,0.7414998
57,0.25,2.0,0.5196163
57,0.5,0.0,0.99999994
57,0.5,0.25,0.99999994
57,0.5,0.5,0.99999994
57,0.5,0.75,0.9116205
57,0.5,1.0,0.9556474
57,0.5,1.25,0.75678146
57,0.5,1.5,0.7395431
57,0.5,1.75,0.7414998
57,0.5,2.0,0.5196163
57,0.75,0.0,0.9116205
57,0.75,0.25,0.9116205
57,0.75,0.5,0.9116205
57,0.75,0.75,0.8585928
57,0.75,1.0,0.87514585
57,0.75,1.25,0.7388928
57,0.75,1.5,0.7176883
57,0.75,1.75,0.71716857
57,0.75,2.0,0.51370597
57,1.0,0.0,0.9556475
57,1.0,0.25,0.9556475
57,1.0,0.5,0.9556475
57,1.0,0.75,0.87514585
57,1.0,1.0,0.9178424
57,1.0,1.25,0.73583895
57,1.0,1.5,0.7190072
57,1.0,1.75,0.71954924
57,1.0,2.0,0.51388127
57,1.25,0.0,0.75678146
57,1.25,0.25,0.75678146
57,1.25,0.5,0.75678146
57,1.25,0.75,0.7388928
57,1.25,1.0,0.73583895
57,1.25,1.25,0.6811638
57,1.25,1.5,0.656684
57,1.25,1.75,0.6485997
57,1.25,2.0,0.5032137
57,1.5,0.0,0.73954314
57,1.5,0.25,0.73954314
57,1.5,0.5,0.73954314
57,1.5,0.75,0.7176882
57,1.5,1.0,0.7190072
57,1.5,1.25,0.656684
57,1.5,1.5,0.6515723
57,1.5,1.75,0.6430225
57,1.5,2.0,0.4860016
57,1.75,0.0,0.7414998
57,1.75,0.25,0.7414998
57,1.75,0.5,0.7414998
57,1.75,0.75,0.71716857
57,1.75,1.0,0.71954924
57,1.75,1.25,0.6485997
57,1.75,1.5,0.64302236
57,1.75,1.75,0.6460665
57,1.75,2.0,0.48135757
57,2.0,0.0,0.5196163
57,2.0,0.25,0.5196163
57,2.0,0.5,0.5196163
57,2.0,0.75,0.51370597
57,2.0,1.0,0.51388127
57,2.0,1.25,0.5032137
57,2.0,1.5,0.48600158
57,2.0,1.75,0.48135754
57,2.0,2.0,0.46557403
58,0.0,0.0,1.0
58,0.0,0.25,0.92892367
58,0.0,0.5,0.90523165
58,0.0,0.75,0.8578474
58,0.0,1.0,0.69200265
58,0.0,1.25,0.8105003
58,0.0,1.5,0.81046313
58,0.0,1.75,0.8314141
58,0.0,2.0,0.74187136
58,0.25,0.0,0.92892367
58,0.25,0.25,0.87917024
58,0.25,0.5,0.8625858
58,0.25,0.75,0.8294168
58,0.25,1.0,0.71332544
58,0.25,1.25,0.7957996
58,0.25,1.5,0.79624784
58,0.25,1.75,0.8100743
58,0.25,2.0,0.73309064
58,0.5,0.0,0.90523154
58,0.5,0.25,0.8625858
58,0.5,0.5,0.84837043
58,0.5,0.75,0.81994
58,0.5,1.0,0.72043306
58,0.5,1.25,0.79089934
58,0.5,1.5,0.7915094
58,0.5,1.75,0.80296105
58,0.5,2.0,0.7301639
58,0.75,0.0,0.8578473
58,0.75,0.25,0.8294168
58,0.75,0.5,0.81994
58,0.75,0.75,0.8009862
58,0.75,1.0,0.7346483
58,0.75,1.25,0.78109884
58,0.75,1.5,0.78203255
58,0.75,1.75,0.78873444
58,0.75,2.0,0.72431
58,1.0,0.0,0.69200253
58,1.0,0.25,0.7133253
58,1.0,0.5,0.72043306
58,1.0,0.75,0.7346483
58,1.0,1.0,0.7844017
58,1.0,1.25,0.7467972
58,1.0,1.5,0.7488635
58,1.0,1.75,0.73894167
58,1.0,2.0,0.70382196
58,1.25,0.0,0.8105003
58,1.25,0.25,0.7957996
58,1.25,0.5,0.79089934
58,1.25,0.75,0.78109884
58,1.25,1.0,0.7467971
58,1.25,1.25,0.770361
58,1.25,1.5,0.77129835
58,1.25,1.75,0.77373993
58,1.25,2.0,0.7172663
58,1.5,0.0,0.81046313
58,1.5,0.25,0.79624784
58,1.5,0.5,0.7915094
58,1.5,0.75,0.7820326
58,1.5,1.0,0.7488635
58,1.5,1.25,0.77129835
58,1.5,1.5,0.7725557
58,1.5,1.75,0.7745079
58,1.5,2.0,0.71845627
58,1.75,0.0,0.83141404
58,1.75,0.25,0.8100742
58,1.75,0.5,0.80296105
58,1.75,0.75,0.78873444
58,1.75,1.0,0.73894167
58,1.75,1.25,0.7737399
58,1.75,1.5,0.774508
58,1.75,1.75,0.77945346
58,1.75,2.0,0.71884274
58,2.0,0.0,0.74187136
58,2.0,0.25,0.73309064
58,2.0,0.5,0.7301638
58,2.0,0.75,0.72431
58,2.0,1.0,0.70382196
58,2.0,1.25,0.7172663
58,2.0,1.5,0.71845627
58,2.0,1.75,0.71884286
58,2.0,2.0,0.67660004
59,0.0,0.0,0.99999976
59,0.0,0.25,0.99999976
59,0.0,0.5,0.99999976
59,0.0,0.75,0.99999976
59,0.0,1.0,0.99999976
59,0.0,1.25,0.97966874
59,0.0,1.5,0.99999976
59,0.0,1.75,0.97941744
59,0.0,2.0,0.9808644
59,0.25,0.0,0.99999976
59,0.25,0.25,0.99999976
59,0.25,0.5,0.99999976
59,0.25,0.75,0.99999976
59,0.25,1.0,0.99999976
59,0.25,1.25,0.97966874
59,0.25,1.5,0.99999976
59,0.25,1.75,0.97941744
59,0.25,2.0,0.9808644
59,0.5,0.0,0.99999976
59,0.5,0.25,0.99999976
59,0.5,0.5,0.99999976
59,0.5,0.75,0.99999976
59,0.5,1.0,0.99999976
59,0.5,1.25,0.97966874
59,0.5,1.5,0.99999976
59,0.5,1.75,0.97941744
59,0.5,2.0,0.9808644
59,0.75,0.0,0.99999976
59,0.75,0.25,0.99999976
59,0.75,0.5,0.99999976
59,0.75,0.75,0.99999976
59,0.75,1.0,0.99999976
59,0.75,1.25,0.97966874
59,0.75,1.5,0.99999976
59,0.75,1.75,0.97941744
59,0.75,2.0,0.9808644
59,1.0,0.0,0.99999976
59,1.0,0.25,0.99999976
59,1.0,0.5,0.99999976
59,1.0,0.75,0.99999976
59,1.0,1.0,0.99999976
59,1.0,1.25,0.97966874
59,1.0,1.5,0.99999976
59,1.0,1.75,0.97941744
59,1.0,2.0,0.9808644
59,1.25,0.0,0.97966874
59,1.25,0.25,0.97966874
59,1.25,0.5,0.97966874
59,1.25,0.75,0.97966874
59,1.25,1.0,0.97966874
59,1.25,1.25,0.9618355
59,1.25,1.5,0.97966874
59,1.25,1.75,0.96029663
59,1.25,2.0,0.9617121
59,1.5,0.0,0.99999976
59,1.5,0.25,0.99999976
59,1.5,0.5,0.99999976
59,1.5,0.75,0.99999976
59,1.5,1.0,0.99999976
59,1.5,1.25,0.97966874
59,1.5,1.5,0.99999976
59,1.5,1.75,0.97941744
59,1.5,2.0,0.9808644
59,1.75,0.0,0.97941744
59,1.75,0.25,0.97941744
59,1.75,0.5,0.97941744
59,1.75,0.75,0.97941744
59,1.75,1.0,0.97941744
59,1.75,1.25,0.9602967
59,1.75,1.5,0.97941744
59,1.75,1.75,0.9611977
59,1.75,2.0,0.9609922
59,2.0,0.0,0.9808644
59,2.0,0.25,0.9808644
59,2.0,0.5,0.9808644
59,2.0,0.75,0.9808644
59,2.0,1.0,0.9808644
59,2.0,1.25,0.96171206
59,2.0,1.5,0.9808644
59,2.0,1.75,0.9609921
59,2.0,2.0,0.96388185
60,0.0,0.0,0.99999994
60,0.0,0.25,0.99999994
60,0.0,0.5,0.99706674
60,0.0,0.75,0.97182137
60,0.0,1.0,0.97927475
60,0.0,1.25,0.9491683
60,0.0,1.5,0.8913019
60,0.0,1.75,0.8644203
60,0.0,2.0,0.89002275
60,0.25,0.0,0.99999994
60,0.25,0.25,0.99999994
60,0.25,0.5,0.99706674
60,0.25,0.75,0.97182137
60,0.25,1.0,0.97927475
60,0.25,1.25,0.9491683
60,0.25,1.5,0.8913019
60,0.25,1.75,0.8644203
60,0.25,2.0,0.89002275
60,0.5,0.0,0.9970667
60,0.5,0.25,0.9970667
60,0.5,0.5,0.9944269
60,0.5,0.75,0.96952474
60,0.5,1.0,0.977263
60,0.5,1.25,0.9486536
60,0.5,1.5,0.89041954
60,0.5,1.75,0.86488885
60,0.5,2.0,0.88915163
60,0.75,0.0,0.97182137
60,0.75,0.25,0.97182137
60,0.75,0.5,0.96952486
60,0.75,0.75,0.9496718
60,0.75,1.0,0.95507944
60,0.75,1.25,0.93213046
60,0.75,1.5,0.8852662
60,0.75,1.75,0.8604137
60,0.75,2.0,0.875448
60,1.0,0.0,0.97927475
60,1.0,0.25,0.97927475
60,1.0,0.5,0.977263
60,1.0,0.75,0.9550795
60,1.0,1.0,0.96308374
60,1.0,1.25,0.93889725
60,1.0,1.5,0.88505965
60,1.0,1.75,0.86215436
60,1.0,2.0,0.8801362
60,1.25,0.0,0.9491684
60,1.25,0.25,0.9491684
60,1.25,0.5,0.9486536
60,1.25,0.75,0.93213046
60,1.25,1.0,0.93889725
60,1.25,1.25,0.92638975
60,1.25,1.5,0.88053435
60,1.25,1.75,0.8640381
60,1.25,2.0,0.86832964
60,1.5,0.0,0.8913019
60,1.5,0.25,0.8913019
60,1.5,0.5,0.89041954
60,1.5,0.75,0.8852661
60,1.5,1.0,0.88505965
60,1.5,1.25,0.88053435
60,1.5,1.5,0.8672847
60,1.5,1.75,0.84531385
60,1.5,2.0,0.83186966
60,1.75,0.0,0.8644204
60,1.75,0.25,0.8644204
60,1.75,0.5,0.86488885
60,1.75,0.75,0.8604137
60,1.75,1.0,0.86215436
60,1.75,1.25,0.864038
60,1.75,1.5,0.84531385
60,1.75,1.75,0.83414096
60,1.75,2.0,0.8161596
60,2.0,0.0,0.89002275
60,2.0,0.25,0.89002275
60,2.0,0.5,0.88915163
60,2.0,0.75,0.875448
60,2.0,1.0,0.88013625
60,2.0,1.25,0.86832964
60,2.0,1.5,0.83186966
60,2.0,1.75,0.8161596
60,2.0,2.0,0.824157
61,0.0,0.0,1.0000002
61,0.0,0.25,1.0000002
61,0.0,0.5,1.0000002
61,0.0,0.75,1.0000002
61,0.0,1.0,1.0000002
61,0.0,1.25,1.0000002
61,0.0,1.5,0.99096143
61,0.0,1.75,0.93655074
61,0.0,2.0,0.9449087
61,0.25,0.0,1.0000002
61,0.25,0.25,1.0000002
61,0.25,0.5,1.0000002
61,0.25,0.75,1.0000002
61,0.25,1.0,1.0000002
61,0.25,1.25,1.0000002
61,0.25,1.5,0.99096143
61,0.25,1.75,0.93655074
61,0.25,2.0,0.9449087
61,0.5,0.0,1.0000002
61,0.5,0.25,1.0000002
61,0.5,0.5,1.0000002
61,0.5,0.75,1.0000002
61,0.5,1.0,1.0000002
61,0.5,1.25,1.0000002
61,0.5,1.5,0.99096143
61,0.5,1.75,0.93655074
61,0.5,2.0,0.9449087
61,0.75,0.0,1.0000002
61,0.75,0.25,1.0000002
61,0.75,0.5,1.0000002
61,0.75,0.75,1.0000002
61,0.75,1.0,1.0000002
61,0.75,1.25,1.0000002
61,0.75,1.5,0.99096143
61,0.75,1.75,0.93655074
61,0.75,2.0,0.9449087
61,1.0,0.0,1.0000002
61,1.0,0.25,1.0000002
61,1.0,0.5,1.0000002
61,1.0,0.75,1.0000002
61,1.0,1.0,1.0000002
61,1.0,1.25,1.0000002
61,1.0,1.5,0.99096143
61,1.0,1.75,0.93655074
61,1.0,2.0,0.9449087
61,1.25,0.0,1.0000002
61,1.25,0.25,1.0000002
61,1.25,0.5,1.0000002
61,1.25,0.75,1.0000002
61,1.25,1.0,1.0000002
61,1.25,1.25,1.0000002
61,1.25,1.5,0.99096143
61,1.25,1.75,0.93655074
61,1.25,2.0,0.9449087
61,1.5,0.0,0.99096143
61,1.5,0.25,0.99096143
61,1.5,0.5,0.99096143
61,1.5,0.75,0.99096143
61,1.5,1.0,0.99096143
61,1.5,1.25,0.99096143
61,1.5,1.5,0.98282653
61,1.5,1.75,0.927693
61,1.5,2.0,0.9360329
61,1.75,0.0,0.93655074
61,1.75,0.25,0.93655074
61,1.75,0.5,0.93655074
61,1.75,0.75,0.93655074
61,1.75,1.0,0.93655074
61,1.75,1.25,0.93655074
61,1.75,1.5,0.927693
61,1.75,1.75,0.88433754
61,1.75,2.0,0.88759154
61,2.0,0.0,0.94490874
61,2.0,0.25,0.94490874
61,2.0,0.5,0.94490874
61,2.0,0.75,0.94490874
61,2.0,1.0,0.94490874
61,2.0,1.25,0.94490874
61,2.0,1.5,0.9360329
61,2.0,1.75,0.88759154
61,2.0,2.0,0.89743173
62,0.0,0.0,0.9501188
62,0.0,0.25,0.950474
62,0.0,0.5,0.9426693
62,0.0,0.75,0.8958792
62,0.0,1.0,0.87844765
62,0.0,1.25,0.8842362
62,0.0,1.5,0.8619907
62,0.0,1.75,0.8683231
62,0.0,2.0,0.681906
62,0.25,0.0,0.95047396
62,0.25,0.25,0.9550098
62,0.25,0.5,0.9386255
62,0.25,0.75,0.8923154
62,0.25,1.0,0.87946475
62,0.25,1.25,0.88536453
62,0.25,1.5,0.85979724
62,0.25,1.75,0.8695686
62,0.25,2.0,0.68648475
62,0.5,0.0,0.9426693
62,0.5,0.25,0.9386254
62,0.5,0.5,0.94158906
62,0.5,0.75,0.89860076
62,0.5,1.0,0.87608373
62,0.5,1.25,0.8800774
62,0.5,1.5,0.860672
62,0.5,1.75,0.8645889
62,0.5,2.0,0.671523
62,0.75,0.0,0.8958792
62,0.75,0.25,0.8923154
62,0.75,0.5,0.89860076
62,0.75,0.75,0.87900347
62,0.75,1.0,0.8584286
62,0.75,1.25,0.85232085
62,0.75,1.5,0.83350784
62,0.75,1.75,0.8403511
62,0.75,2.0,0.6489624
62,1.0,0.0,0.8784477
62,1.0,0.25,0.8794646
62,1.0,0.5,0.87608373
62,1.0,0.75,0.8584286
62,1.0,1.0,0.84505457
62,1.0,1.25,0.83753127
62,1.0,1.5,0.81588143
62,1.0,1.75,0.82588303
62,1.0,2.0,0.6472442
62,1.25,0.0,0.8842363
62,1.25,0.25,0.8853645
62,1.25,0.5,0.8800774
62,1.25,0.75,0.85232073
62,1.25,1.0,0.8375312
62,1.25,1.25,0.84076864
62,1.25,1.5,0.8162422
62,1.25,1.75,0.82792073
62,1.25,2.0,0.64520293
62,1.5,0.0,0.8619907
62,1.5,0.25,0.85979724
62,1.5,0.5,0.86067206
62,1.5,0.75,0.8335079
62,1.5,1.0,0.81588143
62,1.5,1.25,0.81624216
62,1.5,1.5,0.8010603
62,1.5,1.75,0.8060295
62,1.5,2.0,0.6342273
62,1.75,0.0,0.8683231
62,1.75,0.25,0.8695686
62,1.75,0.5,0.8645889
62,1.75,0.75,0.8403511
62,1.75,1.0,0.82588303
62,1.75,1.25,0.82792085
62,1.75,1.5,0.8060295
62,1.75,1.75,0.8213808
62,1.75,2.0,0.63962656
62,2.0,0.0,0.681906
62,2.0,0.25,0.6864848
62,2.0,0.5,0.67152303
62,2.0,0.75,0.6489624
62,2.0,1.0,0.6472442
62,2.0,1.25,0.64520293
62,2.0,1.5,0.63422734
62,2.0,1.75,0.63962656
62,2.0,2.0,0.5620073
63,0.0,0.0,0.9265541
63,0.0,0.25,0.7178127
63,0.0,0.5,0.65531015
63,0.0,0.75,0.64823234
63,0.0,1.0,0.7178127
63,0.0,1.25,0.62015796
63,0.0,1.5,0.6356413
63,0.0,1.75,0.72265077
63,0.0,2.0,0.540003
63,0.25,0.0,0.7178128
63,0.25,0.25,0.6482323
63,0.25,0.5,0.62605834
63,0.25,0.75,0.62503886
63,0.25,1.0,0.6482323
63,0.25,1.25,0.6112649
63,0.25,1.5,0.61841863
63,0.25,1.75,0.6337006
63,0.25,2.0,0.5410541
63,0.5,0.0,0.65531003
63,0.5,0.25,0.62605834
63,0.5,0.5,0.6165185
63,0.5,0.75,0.61630774
63,0.5,1.0,0.62605834
63,0.5,1.25,0.60824823
63,0.5,1.5,0.6128271
63,0.5,1.75,0.60688245
63,0.5,2.0,0.5446297
63,0.75,0.0,0.6482323
63,0.75,0.25,0.62503886
63,0.75,0.5,0.61630774
63,0.75,0.75,0.61730766
63,0.75,1.0,0.62503886
63,0.75,1.25,0.60830045
63,0.75,1.5,0.61267775
63,0.75,1.75,0.6040505
63,0.75,2.0,0.5414045
63,1.0,0.0,0.7178128
63,1.0,0.25,0.6482323
63,1.0,0.5,0.62605834
63,1.0,0.75,0.6250388
63,1.0,1.0,0.6482323
63,1.0,1.25,0.6112649
63,1.0,1.5,0.61841863
63,1.0,1.75,0.63370055
63,1.0,2.0,0.5410541
63,1.25,0.0,0.62015796
63,1.25,0.25,0.6112649
